1.   SEDAN  TYPE PRODUCTION                                   `JAN  JUL  2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XL-7 Beta Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,"1,118",852,792,"1,509","1,342",249,900,-,-,-,-,-,1.8%,1.5%,"6,762"
,,,,XL-7 Alpha Hybrid MT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,61,49,163,134,52,-,5,-,-,-,-,-,0.1%,0.1%,464
,,,,XL-7 Alpha Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,336,407,650,355,111,-,151,-,-,-,-,-,0.5%,0.4%,"2,010"
,,,,XL-7 Alapha Kuro Hybrid At,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,42,-,-,-,-,-,0.0%,0.0%,42
,,,,XL-7 Alapha Kuro Hybrid 2Tone At,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,174,-,-,-,-,-,0.0%,0.0%,174
,,,,Fronx Gl Mt,"1,462",MT,G,37,"1,480","4,412",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,184,516,347,-,-,-,-,-,0.3%,0.2%,"1,047"
,,,,Fronx Gl At,"1,462",AT,G,37,"1,480","4,145",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,221,627,817,-,-,-,-,-,0.4%,0.4%,"1,665"
,,,,Fronx Hybrid Gx Mt,"1,462",MT,HYBRID,37,"1,480","4,412",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,75,217,157,-,-,-,-,-,0.1%,0.1%,449
,,,,Fronx Hybrid Gx At,"1,462",AT,HYBRID,37,"1,480","3,683",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,265,748,605,-,-,-,-,-,0.4%,0.4%,"1,618"
,,,,Fronx Hybrid Sgx At,"1,462",AT,HYBRID,37,"1,480","3,683",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,49,292,989,-,-,-,-,-,0.4%,0.3%,"1,330"
,,,,Fronx Hybrid Sgx 2Tone At,"1,462",AT,HYBRID,37,"1,480","3,683",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,424,"1,167",940,-,-,-,-,-,0.7%,0.6%,"2,531"
,,TOYOTA,PT. Toyota Motor Mftg Indonesia,Yaris V (Sport Grade),"1,500",CVT,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,30,5,5,10,20,15,17,-,-,-,-,-,0.0%,0.0%,102
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,105,178,229,223,300,269,134,-,-,-,-,-,0.4%,0.3%,"1,438"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,"1,443","1,352","1,804","1,391","1,226","1,471","2,097",-,-,-,-,-,2.9%,2.3%,"10,784"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,644,560,474,264,387,357,542,-,-,-,-,-,0.9%,0.7%,"3,228"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,43,15,5,5,20,27,22,-,-,-,-,-,0.0%,0.0%,137
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,226,236,252,303,219,120,223,-,-,-,-,-,0.4%,0.3%,"1,579"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,2,4,-,3,-,-,-,-,-,0.0%,0.0%,9
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,36,20,20,18,6,9,17,-,-,-,-,-,0.0%,0.0%,126
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,2,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,21,-,-,3,-,1,2,-,-,-,-,-,0.0%,0.0%,27
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,82,56,80,50,35,58,52,-,-,-,-,-,0.1%,0.1%,413
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,24,14,7,31,22,50,52,-,-,-,-,-,0.1%,0.0%,200
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,397,281,287,154,150,205,210,-,-,-,-,-,0.5%,0.4%,"1,684"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,190,159,139,154,157,147,200,-,-,-,-,-,0.3%,0.2%,"1,146"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,117,122,129,130,143,144,293,-,-,-,-,-,0.3%,0.2%,"1,078"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,276,316,267,237,217,267,225,-,-,-,-,-,0.5%,0.4%,"1,805"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,13,11,19,5,16,7,33,-,-,-,-,-,0.0%,0.0%,104
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,81,36,39,48,73,96,25,-,-,-,-,-,0.1%,0.1%,398
,,,,"Avanza 1,3 AT","1,300",AT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,"1,094","1,414","1,196",910,"1,689","1,623","1,784",-,-,-,-,-,2.6%,2.1%,"9,710"
,,,,"Avanza 1,3 MT","1,300",MT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x 1750 x 1700,7,4X2,FF,4,5,4,CKD,INA,498,63,144,237,274,225,369,-,-,-,-,-,0.5%,0.4%,"1,810"
,,,,"Avanza 1,3 MT","1,500",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,195,72,166,142,129,41,143,-,-,-,-,-,0.2%,0.2%,888
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,-,2,-,-,5,3,6,-,-,-,-,-,0.0%,0.0%,16
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,289,541,768,814,764,624,770,-,-,-,-,-,1.2%,1.0%,"4,570"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,236,215,357,405,280,217,383,-,-,-,-,-,0.6%,0.5%,"2,093"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,336,319,275,52,338,394,405,-,-,-,-,-,0.6%,0.5%,"2,119"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,724,854,"1,089",989,"1,014","1,196",895,-,-,-,-,-,1.8%,1.5%,"6,761"
,,,,"Veloz 1,5 MT","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 MT","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,355,543,759,648,583,528,842,-,-,-,-,-,1.1%,0.9%,"4,258"
,,,,"Veloz 1,5 MT","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,51,58,25,23,35,24,18,-,-,-,-,-,0.1%,0.1%,234
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,80,250,-,95,110,107,-,-,-,-,-,0.2%,0.1%,642
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,"1,035",555,611,531,997,879,813,-,-,-,-,-,1.4%,1.2%,"5,421"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,195,170,203,348,74,60,197,-,-,-,-,-,0.3%,0.3%,"1,247"
,,,,"Veloz 1,5 Mt","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 Mt","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,256,154,74,262,189,169,151,-,-,-,-,-,0.3%,0.3%,"1,255"
,,,,"Veloz 1,5 At","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 At","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,17,798,"1,879","1,766","1,829","1,799",-,-,-,-,-,2.2%,1.8%,"8,088"
,,,PT. Astra Daihatsu Motor,"Avanza 1,3 M/T","1,300",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,"1,256","1,774","2,146",-,-,307,643,-,-,-,-,-,1.6%,1.3%,"6,126"
,,,,"Avanza 1,3 At","1,300",CVT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x 1750 x 1700,7,4X2,FF,4,5,4,CKD,INA,"1,017","1,060",577,-,-,384,319,-,-,-,-,-,0.9%,0.7%,"3,357"
,,,,"Avanza 1,5 M/T","1,500",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,"1,663","1,123","1,088",-,"1,067","1,206",895,-,-,-,-,-,1.9%,1.5%,"7,042"
,,,,"Avanza 1,5 At","1,500",CVT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x 1750 x 1700,7,4X2,FF,4,5,4,CKD,INA,"2,315","1,801","1,033",-,229,"1,666","1,768",-,-,-,-,-,2.4%,1.9%,"8,812"
,,,,Raize 1.2 E M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,36,10,5,16,11,14,20,-,-,-,-,-,0.0%,0.0%,112
,,,,Raize 1.2 E M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,403,385,278,410,163,328,167,-,-,-,-,-,0.6%,0.5%,"2,134"
,,,,Raize 1.2 E At,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,52,106,5,50,15,33,19,-,-,-,-,-,0.1%,0.1%,280
,,,,Raize 1.2 E M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,143,139,45,125,111,19,65,-,-,-,-,-,0.2%,0.1%,647
,,,,Raize 1.2 E At,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,Raize 1.2 G M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,280,212,80,190,209,59,136,-,-,-,-,-,0.3%,0.3%,"1,166"
,,,,Raize 1.2 G M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,252,289,210,182,166,118,97,-,-,-,-,-,0.4%,0.3%,"1,314"
,,,,Raize 1.2 G At,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,36,46,5,64,20,10,26,-,-,-,-,-,0.1%,0.0%,207
,,,,Raize 1.2 Export,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x 1710 x 1635,5,4X2,FF,5,5,4,CKD,INA,"3,623","3,944","4,269","4,159","4,393","4,156","5,120",-,-,-,-,-,7.9%,6.5%,"29,664"
,,,,Rush 1.5 G M/T  (Cb),"1,500",MT,G,45,"1,670",-,221 / 65 R16,103,"2,685",4441 x 1695 x 1705,7,4X2,FR,5,5,4,CKD,INA,196,249,144,155,126,96,172,-,-,-,-,-,0.3%,0.2%,"1,138"
,,,,Rush 1.5 G At (Cd),"1,500",AT,G,45,"1,670",-,222 / 65 R16,103,"2,685",4442 x 1695 x 1705,7,4X2,FR,4,5,4,CKD,INA,104,284,160,247,99,100,160,-,-,-,-,-,0.3%,0.3%,"1,154"
,,,,Rush 1.5 S M/T  (Bh),"1,500",MT,G,45,"1,670",-,223 / 65 R16,103,"2,685",4443 x 1695 x 1705,7,4X2,FR,5,5,4,CKD,INA,"1,781","1,169","1,039","1,222","1,222","1,205","1,052",-,-,-,-,-,2.3%,1.9%,"8,690"
,,,,Rush 1.5 S At (Cc),"1,500",AT,G,45,"1,670",-,224 / 65 R16,103,"2,685",4444 x 1695 x 1705,7,4X2,FR,4,5,4,CKD,INA,"1,367","1,380",748,596,839,933,"1,026",-,-,-,-,-,1.8%,1.5%,"6,889"
,,,,Rush 1.5 Export,"1,500",-,G,45,"1,670",-,225 / 65 R16,103,"2,685",4445 x 1695 x 1705,7,4X2,FR,-,5,4,CKD,INA,725,753,806,"1,020","1,191",952,"1,126",-,-,-,-,-,1.8%,1.4%,"6,573"
,,,,Town / Lite,-,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,480,393,354,842,"1,183","1,661","3,587",-,-,-,-,-,2.3%,1.9%,"8,500"
,,WULING,PT. SGMW Indonesia,Confero 1.5,"1,500",MT,G,42,5,-,195/60 R15,107,"2,720",4493X1691X1715,7,4X2,FR,-,5,4,CKD,INA,400,494,342,2,60,-,-,-,-,-,-,-,0.3%,0.3%,"1,298"
,,,,Confero S 1.5C,"1,500",MT,G,42,5,-,195/60 R15,107,"2,720",4530X1691X1730,7,4X2,FR,-,5,4,CKD,INA,-,-,-,50,40,50,-,-,-,-,-,-,0.0%,0.0%,140
,,,,Cortez 1.5S T  MT,"1,500",MT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,30,65,50,-,-,-,-,-,0.0%,0.0%,145
,,,,Cortez 1.5 CE,"1,500",CVT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,10,-,-,-,70,-,-,-,-,-,-,0.0%,0.0%,80
,,,,Cortez 1.5 EX,"1,500",CVT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,100,100,30,50,116,-,-,-,-,-,-,0.1%,0.1%,396
,,,,Formo 1.2 BV,"1,200",MT,G,42,-,5,195/60 R15,107,"2,720",4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,20,-,-,31,-,-,-,-,-,-,-,0.0%,0.0%,51
,,,,Formo 1.2,"1,200",MT,G,42,-,5,195/60 R15,107,"2,720",4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,20,40,59,1,-,-,-,-,-,-,0.0%,0.0%,120
,,,,Alvez 1.5 SE,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,50,155,45,55,5,55,-,-,-,-,-,-,0.1%,0.1%,365
,,,,Alvez 1.5 CE,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,50,80,100,140,49,75,1,-,-,-,-,-,0.1%,0.1%,495
,,,,Alvez 1.5 EX,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,100,120,150,105,45,180,-,-,-,-,-,-,0.2%,0.2%,700
,,,,New Almaz SE,"1,500",CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,New Almaz RS Pro,"1,500",CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,40,30,25,10,25,30,1,-,-,-,-,-,0.0%,0.0%,161
,,,,Air EV Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,60,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,60
,,,,Air EV Long Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,100,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,100
,,,,New Air ev Lite 200KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,288,216,288,288,432,432,-,-,-,-,-,0.5%,0.4%,"1,944"
,,,,New Air ev Lite 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,72,-,72,-,72,72,-,-,-,-,-,0.1%,0.1%,288
,,,,New Air ev Pro 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,212,360,216,216,72,72,-,-,-,-,-,0.3%,0.3%,"1,148"
,,,,Binguo 333 KM AC,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,Binguo 333 KM DC,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,30,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,30
,,,,Binguo 410 KM DC,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,-,-,-,172,54,1,-,-,-,-,-,-,0.1%,0.0%,227
,,,,New Binguo Lite,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,-,-,-,-,-,360,-,-,-,-,-,0.1%,0.1%,360
,,,,New Binguo Pro,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,-,-,-,-,-,39,-,-,-,-,-,0.0%,0.0%,39
,,,,Cloud 460 KM,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,24,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,24
,,,,New Cloud Pro,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,427,144,72,288,144,216,-,-,-,-,-,0.3%,0.3%,"1,291"
,,,,New Cloud Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,72,144,244,188,144,-,-,-,-,-,0.2%,0.2%,792
,,X-PENG,PT Handal Indonesia Motor,X9 Long Range Pro+ (4x2) A/T,-,AT,BEV,-,-,-,-,-,"3,160",5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,30,-,-,-,-,-,0.0%,0.0%,30
,,,,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,"2,890",4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,TOTAL,,,,,,,,,,,,,,,,,,,,,"47,138","55,962","53,128","42,820","52,963","57,332","64,637",-,-,-,-,-,100%,81%,"373,980"
,,CUMMULATIVE,,,,,,,,,,,,,,,,,,,,,"47,138","103,100","156,228","199,048","252,011","309,343","373,980",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4X2) CC 1.501 -  2.500 [G/D] ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4X2 TYPE PRODUCTION TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
