1   SEDAN TYPE SALES                                                                                                                                         `JAN-DEC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MERCEDES-BENZ PC,GT  53 4MATIC+ (X290)*,3982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,1,3,1,-,-,-,1,-,-,18.2%,0.1%,6
,,,Maybach S 580 (Z223)*,3982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,1,-,1,-,2,2,-,1,1,3,-,-,33.3%,0.1%,11
,,TOTAL,,,,,,,,,,,,,,,,,,,,1,1,1,1,7,4,3,1,4,6,4,-,100%,0%,33
,,CUMULATIVE,,,,,,,,,,,,,,,,,,,,1,2,3,4,11,15,18,19,23,29,33,33,100%,,
SEDAN TYPE SALES TOTAL SEDAN TYPE SALES CUMULATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,418,1069,939,745,987,810,792,867,785,827,739,613,"9.591
1,0%",,
,,,,,,,,,,,,,,,,,,,,,,418,1487,2426,3171,4158,4968,5760,6627,7412,8239,8978,9591,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 X 2 TYPE SALES                                                                                                                                             `JAN-DEC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,BRAND,TYPE MODEL,CC,TRANS,FUEL,CAPT,"GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,P x L xT,SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,"CBU
/ CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,"Segment
Share","4X2
Share",2023
4X2 TYPE,CC < 1.500 [G/D],BMW,i440 Gran Coupe AT,-,AT,EV,51,2025,-,225/50 R18 95W,136,2670,4439 x 1821 x 1596,5,4X2,FF,-,5,4,CBU,Germany,-,-,1,15,14,9,2,2,2,2,2,1,0%,0%,50
,,,X1 sDrive18i  F48 AT,1499,AT,G,61,2025,-,225/50 R18 95W,140,2670,4447x1821x1598,-,4X2,FF,-,-,4,CKD,Indonesia,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,X1 sDrive18i  U11 A7 AT,1499,AT,G,45,2075,-,225/55 R18 102Y,156,2692,4500 x 1845 x 1642,-,4X2,FF,-,-,4,CKD,Indonesia,-,-,-,-,-,-,75,38,69,67,28,61,0.1%,0.1%,338
,,CHERY,TIGGO 7 PRO PREMIUM,1500,AT,G,51,-,-,-,-,2670,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,22,32,34,30,17,14,21,31,16,20,4,8,0.1%,0%,249
,,,TIGGO 7 PRO LUXURY,1500,AT,G,51,-,-,-,-,2670,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,3,4,1,4,2,15,12,-,3,2,1,-,0%,0%,47
,,,TIGGO 7 PRO COMFORT,1500,AT,G,51,-,-,-,-,2670,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,6,9,-,9,2,5,3,2,7,1,1,3,0%,0%,48
,,,OMDA 5 Z,1500,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,-,-,-,-,137,110,54,97,90,59,38,44,0.1%,0.1%,629
,,,GT,1500,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,60,30,70,0%,0%,160
,,,OMDA 5 RS,1500,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,-,-,175,408,340,305,207,261,308,188,100,136,0.6%,0.4%,2428
,,DAIHATSU,All  New Xenia 1.3 M  MT,1329,MT,G,43,1705,5545,185/65R15,97,2750,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,14,38,44,-,-,55,80,34,16,19,11,8,0.1%,0.1%,319
,,,All  New Xenia 1.3 X MT,1329,MT,G,43,1705,5545,185/65R15,97,2750,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,400,366,546,510,576,506,695,432,313,259,209,124,1.1%,0.9%,4936
,,,All  New Xenia 1.3 X CVT,1329,AT,G,43,1705,5105,185/65R15,97,2750,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,244,245,304,78,14,30,3,170,206,352,86,43,0.4%,0.3%,1775
,,,All  New Xenia 1.3 R MT,1329,MT,G,43,1705,5545,185/65R15,97,2750,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,238,307,420,271,286,469,461,219,265,296,164,90,0.8%,0.6%,3486
,,,All  New Xenia 1.3 R CVT,1329,AT,G,43,1705,5105,185/65R15,97,2750,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,290,210,288,186,112,75,3,254,529,313,102,140,0.6%,0.5%,2502
,,,All  New Xenia 1.5 R MT,1496,MT,G,43,1705,5077,195/60R16,106,2750,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,92,58,39,38,8,71,-,51,40,64,40,19,0.1%,0.1%,520
,,,All  New Xenia 1.5 R CVT,1496,AT,G,43,1705,5105,195/60R16,106,2750,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,53,71,65,36,73,42,-,53,83,140,59,38,0.2%,0.1%,713
,,,All  New Xenia 1.5 R ASA CVT,1496,AT,G,43,1705,5105,195/60R16,106,2750,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,10,7,5,7,8,12,-,11,10,10,10,3,0%,0%,93
,,,New Sirion 1.3 MT  2022,1329,MT,G,40,940,4032,175/65R14,90,2440,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,-,-,10,10,-,-,-,-,-,-,-,-,0%,0%,20
,,,New Sirion 1.3 CVT  2022,1329,CVT,G,40,940,4032,175/65R14,90,2440,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,100,80,120,80,30,10,17,13,10,-,20,-,0.1%,0.1%,480
,,,Gran Max BV 1.3,1298,MT,G,43,2000,5125,165R13-8PR,88,2650,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,268,255,346,398,500,934,998,949,964,456,410,642,1.6%,1.3%,7120
,,,Gran Max BV 1.5,1500,MT,G,43,2000,5125,165R13-8PR,88,2650,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,370,6,0.1%,0.1%,376
,,,Gran Max MB 1.3 HI   FF,1298,MT,G,43,1840,5125,165R13-8PR,88,2650,4045X1665X1900,8,4X2,FR,-,5,4,CKD,INA,91,67,68,60,60,46,87,44,62,94,61,71,0.2%,0.1%,811
,,,Gran Max MB 1.3 HI,1298,MT,G,43,1840,5125,165R13-8PR,88,2650,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,293,243,266,213,208,213,257,87,80,118,103,105,0.5%,0.4%,2186
,,,Gran Max MB 1.5 HI,1495,MT,G,43,1840,4875,165R13-8PR,88,2650,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,198,158,191,138,137,171,206,53,53,30,30,40,0.3%,0.3%,1405
,,,Luxio 1.5 D (New),1495,MT,G,43,1290,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,39,47,102,59,34,98,61,67,19,10,37,24,0.1%,0.1%,597
,,,Luxio 1.5 X MT  (New),1495,MT,G,43,1320,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,196,175,213,167,177,165,190,58,131,62,75,10,0.4%,0.3%,1619
,,,Luxio 1.5 X AT  (New),1495,AT,G,43,1320,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,55,81,137,59,67,102,52,58,45,38,33,14,0.2%,0.1%,741
,,,Luxio 1.5 AK MT,1495,MT,G,43,1320,5152,195/65R15,97,2650,4215X1710X1915,2,4X2,FR,-,5,4,CKD,INA,3,3,2,4,6,3,3,3,3,-,10,-,0%,0%,40
,,,All  New Terios IDS X MT,1496,MT,G,45,1245,5571,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,626,987,1929,611,762,-,-,-,-,-,-,-,1.1%,0.9%,4915
,,,All  New Terios IDS X AT,1496,AT,G,45,1255,5857,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,97,277,378,169,194,-,-,-,-,-,-,-,0.3%,0.2%,1115
,,,All  New Terios IDS R,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,437,443,446,235,283,-,-,-,-,-,-,-,0.4%,0.3%,1844
,,,All  New Terios IDS R,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,174,208,292,127,152,-,-,-,-,-,-,-,0.2%,0.2%,953
,,,All  New Terios IDS Custom  MT,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,2,2,-,2,2,-,-,-,-,-,-,-,0%,0%,8
,,,All  New Terios IDS Custom  AT,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,2,2,-,2,2,-,-,-,-,-,-,-,0%,0%,8
,,,All  New Terios IDS X MT  (MC 2023),1496,MT,G,45,1245,5571,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,1452,1074,1086,423,1180,1188,1527,1.8%,1.4%,7930
,,,All  New Terios IDS X AT  (MC 2023),1496,AT,G,45,1255,5857,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,155,404,407,517,561,484,331,0.7%,0.5%,2859
,,,All  New Terios IDS R MT  (MC 2023),1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,487,144,173,216,266,302,605,0.5%,0.4%,2193
,,,All  New Terios IDS R AT  (MC 2023),1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,124,239,297,175,366,173,195,0.4%,0.3%,1569
,,,All  New Terios IDS Custom  MT  (MC 2023),1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,101,34,20,7,45,38,92,0.1%,0.1%,337
,,,All  New Terios IDS Custom  AT  (MC 2023),1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,121,64,39,18,90,76,87,0.1%,0.1%,495
,,,Rocky 1.0 R ASA CVT,998,AT,G,36,1680,5105,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,10,24,12,8,2,2,3,5,5,10,7,2,0%,0%,90
,,,Rocky 1.0 R CVT,998,AT,G,36,1680,5105,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,63,64,42,56,7,3,55,15,20,34,10,20,0.1%,0.1%,389
,,,Rocky 1.0 R MT,998,MT,G,36,1680,5462,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,11,5,10,4,6,13,5,-,3,3,2,3,0%,0%,65
,,,Rocky 1.2 X CVT,1200,AT,G,36,1680,5105,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,450,352,388,296,164,161,197,147,330,182,347,255,0.8%,0.6%,3269
,,,Rocky 1.2 X MT,1200,MT,G,36,1680,5462,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,19,48,53,104,67,189,220,214,89,74,51,50,0.3%,0.2%,1178
,,,Rocky 1.2 M  CVT,1200,AT,G,36,1680,5105,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,10,24,51,-,-,5,15,35,-,52,5,15,0%,0%,212
,,,Rocky 1.2 M  MT,1200,MT,G,36,1680,5462,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,5,10,20,19,14,15,10,5,6,4,12,5,0%,0%,125
,,DFSK,GLORY 580 1.5T  A/T  CVT  COMFORT,1498,AT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,30,20,30,-,-,-,-,-,0%,0%,80
,,,GLORY 580 1.5T  M/T  LUXURY,1498,MT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,3,-,-,0%,0%,3
,,,GLORY 580 1.5T  A/T  CVT  LUXURY,1498,AT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,23,-,-,-,-,-,-,50,0%,0%,73
,,,GLORY 560 1.5T  6M/T  LUXURY,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,2,4,2,-,39,1,-,0%,0%,48
,,,GLORY 560 1.5T  A/T  CVT  LUXURY,1498,AT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,21,1,-,-,-,2,2,4,4,-,-,-,0%,0%,34
,,,GLORY 560 1.5T  A/T  CVT  COMFORT,1498,AT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,GLORY I-AUTO,1498,AT,G,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,2,2,2,2,3,1,1,-,1,1,2,0%,0%,17
,,,GELORA Blind Van (4X2) M/T,1498,MT,G,55,-,-,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,1,8,13,4,3,17,5,8,3,6,2,20,0%,0%,90
,,,GELORA C36 MINI BUS 1.5 (4X2) M/T,1498,MT,G,55,-,-,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,14,8,-,5,13,10,9,-,-,1,-,20,0%,0%,80
,,,GELORA EC35 BLIND VAN (4X2) A/T,1498,AT,BEV,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,China,-,3,5,8,2,1,10,4,3,-,23,8,0%,0%,67
,,,GELORA EC36 MINI BUS 1.5 (4X2) A/T,-,AT,BEV,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,China,-,10,8,5,7,2,11,13,9,1,11,5,0%,0%,82
,,SERES,E502 EV (4X2) A/T,-,-,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,-,-,-,-,-,67,44,0%,0%,111
,,,E502 EV B (4X2) A/T,-,-,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,HONDA,Brio RS,1198,MT,G,35,960,-,-,88,2345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,1,180,58,2,239,120,120,119,120,120,3,300,0.3%,0.2%,1382
,,,Brio RS,1198,CVT,G,35,960,-,-,88,2345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,831,717,671,62,1135,601,596,658,621,791,513,638,1.8%,1.4%,7834
,,,New CR-V T,1500,CVT,G,58,-,-,"18 x 7,5J",190,2660,4584 x 1855 x 1679,-,4X2,FF,-,5,4,CKD,INA,59,55,53,50,83,-,1,-,-,-,-,-,0.1%,0.1%,301
,,,New CR-V Prestige,1500,CVT,G,58,-,-,"18 x 7,5J",190,2660,4585 x 1855 x 1679,-,4X2,FF,-,5,4,CKD,INA,397,569,526,354,331,104,36,-,-,-,-,-,0.5%,0.4%,2317
,,,All  New CR-V 1.5 T,1500,CVT,G,-,-,-,"19 x 7,5J",190,2701,4691 x 1866 x 1681,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,242,69,6,86,107,0.1%,0.1%,510
,,,HR-V S,1497,MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,HR-V S,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,HR-V E,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,HR-V E+,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,New HR-V S,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,31,29,91,25,31,30,9,29,31,67,46,48,0.1%,0.1%,467
,,,New HR-V E,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,643,665,647,173,264,244,54,61,250,267,164,302,0.9%,0.7%,3734
,,,New HR-V SE,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,2518,3025,3279,734,843,874,1368,1968,1832,1708,1650,1458,4.9%,3.8%,21257
,,,New HR-V RS,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,263,107,204,84,120,58,78,54,49,117,141,121,0.3%,0.3%,1396
,,,CITY HB RS,1500,MT,G,40,-,-,16 x 6J,121,2600,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,37,74,65,5,-,-,-,-,-,-,-,-,0%,0%,181
,,,CITY HB RS,1500,CVT,G,40,-,-,16 x 6J,121,2600,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,120,111,131,54,182,251,290,350,122,103,85,160,0.5%,0.4%,1959
,,,CITY HB RS-HS,1500,CVT,G,40,-,-,16 x 6J,121,2600,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,61,60,59,51,129,114,55,-,68,57,7,79,0.2%,0.1%,740
,,,Mobilio S,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Mobilio E,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,Mobilio RS,1497,CVT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,New Mobilio S,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,68,69,403,120,120,61,48,129,-,361,1,60,0.3%,0.3%,1440
,,,WR-V E,1500,MT,G,35,-,-,16 x 7J,119,2485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,25,4,20,14,-,26,30,45,0%,0%,164
,,,WR-V E,1500,CVT,G,35,-,-,16 x 7J,119,2485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,74,74,176,185,178,76,58,59,79,60,62,130,0.3%,0.2%,1211
,,,WR-V RS,1500,CVT,G,35,-,-,17 x 7J,119,2485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,686,751,1091,890,1284,1223,1210,914,910,1033,994,596,2.7%,2.1%,11582
,,,WR-V RS - HS,1500,CVT,G,35,-,-,17 x 7J,119,2485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,596,755,703,690,994,1038,553,818,577,352,260,497,1.8%,1.4%,7833
,,,BR-V S,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,BR-V E+,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,BR-V E+,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,BR-V E Prestige,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,BR-V S,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,20,29,26,14,21,9,-,1,0%,0%,120
,,,BR-V E,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,274,263,238,83,242,130,115,76,75,94,57,93,0.4%,0.3%,1740
,,,BR-V E,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,638,751,557,187,870,14,102,214,-,161,118,90,0.9%,0.7%,3702
,,,BR-V E Prestige,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,1228,626,691,263,990,900,484,382,460,487,476,574,1.7%,1.4%,7561
,,,BR-V Prestige-HS,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,691,461,445,138,379,947,414,314,465,246,323,247,1.2%,0.9%,5070
,,HYUNDAI - HIM,Grand i10,1200,MT,G,35,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,HYUNDAI - HMID,Creta Active 1.5 MT,1500,MT,G,40,1590,-,215/60/R17,115,2610,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,3,6,-,-,-,2,1,1,3,1,3,-,0%,0%,20
,,,Creta Trend 1.5 MT,1500,MT,G,40,1590,-,215/60/R17,115,2610,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,4,8,14,2,2,-,-,-,-,1,2,2,0%,0%,35
